jahr,hauptgruppe,untergruppe,thg,thg_agg,emission
2003,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2004,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2005,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2006,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2007,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2008,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2009,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2010,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2011,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2012,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2013,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2014,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2015,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2016,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2017,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2018,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2019,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2020,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2021,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2022,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1990,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,6857.064419502117
1991,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,6166.6399305120085
1992,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,5606.937949379259
1993,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,5004.896740378385
1994,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,4300.657558473813
1995,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,3700.102844534528
1996,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,3428.631903147368
1997,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,3265.008641411406
1998,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,3097.2316574968304
1999,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2963.0190974542475
2000,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2770.8463323359692
2001,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2521.555952502469
2002,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2297.343893133291
2003,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2214.0101054312327
2004,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2133.5544031968675
2005,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2057.7049150326957
2006,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2120.237141562385
2007,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2030.157670856552
2008,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,2027.1056101843503
2009,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1852.8909503241152
2010,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1916.6800930205256
2011,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1847.8695895106036
2012,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1810.294683105363
2013,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1764.7950140845203
2014,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1736.6566902336417
2015,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1751.3180301698328
2016,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1747.236360567607
2017,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1694.503680165273
2018,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1665.1288236437665
2019,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1619.885410133217
2020,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1593.896958518852
2021,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1554.4660647741089
2022,Abwasser und Abfall,Abfallverbrennung,CO2,CO2eq,1556.0329702096844
1990,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1697.0601787579608
1991,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1627.8199899480696
1992,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1586.0253158652404
1993,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1526.0401835592654
1994,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1435.1856216549368
1995,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1390.801818263346
1996,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1348.5389071827087
1997,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1323.6740758073583
1998,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1295.748435210093
1999,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1303.4249346378176
2000,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1286.0211326237315
2001,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1252.092878386224
2002,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1236.852843161002
2003,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1206.305960739448
2004,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1178.2962111302252
2005,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1148.7165182294848
2006,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1159.7284435591027
2007,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1126.8157961389356
2008,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1123.7066684589618
2009,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1067.8017904566566
2010,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1080.525326643042
2011,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1056.1311988740556
2012,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1049.3646502020963
2013,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1041.344165389459
2014,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1021.6146170838224
2015,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1022.4989471251056
2016,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,1013.9239375833808
2017,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,993.343588178779
2018,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,979.0205885453232
2019,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,962.5194655163097
2020,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,949.375343467587
2021,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,939.233425092272
2022,Abwasser und Abfall,Abfallverbrennung,CH4,CO2eq,940.1801745854912
1990,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,10997.758969867866
1991,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,10197.94827543299
1992,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,9594.086873270951
1993,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8978.611283901402
1994,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8355.328150650324
1995,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,9378.70975469947
1996,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,10439.651681820143
1997,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,11087.391243800635
1998,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,11710.163837401067
1999,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,11800.194660503936
2000,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,11934.517661868846
2001,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,13006.590480955878
2002,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,14144.182747954255
2003,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,16125.259041601112
2004,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,18040.178984258233
2005,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17702.09153038651
2006,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17342.119022581635
2007,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17163.552146670845
2008,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17097.350304767286
2009,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17089.10377545761
2010,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17279.397039976015
2011,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,16053.039919370129
2012,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,14610.139168823389
2013,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,18064.816194960807
2014,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,17940.972619689437
2015,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,15222.348511836037
2016,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,12222.650085490375
2017,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,9095.145586021774
2018,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8773.29774258803
2019,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,9025.006008339707
2020,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8776.874627579975
2021,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8678.278003280842
2022,Abwasser und Abfall,Abfallverbrennung,N2O,CO2eq,8687.025727842301
1990,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1991,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1992,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1993,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1994,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1995,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1996,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1997,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1998,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1999,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2000,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2001,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2002,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2003,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2004,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2005,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2006,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2007,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2008,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2009,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2010,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2011,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2012,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2013,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2014,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2015,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2016,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2017,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2018,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2019,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2020,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2021,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
2022,Abwasser und Abfall,Abfallverbrennung,HFC,CO2eq,0
1990,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1991,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1992,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1993,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1994,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1995,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1996,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1997,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1998,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1999,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2000,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2001,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2002,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2003,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2004,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2005,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2006,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2007,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2008,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2009,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2010,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2011,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2012,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2013,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2014,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2015,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2016,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2017,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2018,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2019,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2020,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2021,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
2022,Abwasser und Abfall,Abfallverbrennung,PFC,CO2eq,0
1990,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1991,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1992,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1993,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1994,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1995,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1996,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1997,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1998,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1999,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2000,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2001,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2002,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2003,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2004,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2005,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2006,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2007,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2008,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2009,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2010,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2011,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2012,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2013,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2014,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2015,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2016,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2017,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2018,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2019,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2020,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2021,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
2022,Abwasser und Abfall,Abfallverbrennung,SF6,CO2eq,0
1990,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1991,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1992,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1993,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1994,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1995,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1996,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1997,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1998,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1999,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2000,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2001,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2002,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2003,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2004,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2005,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2006,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2007,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2008,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2009,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2010,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2011,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2012,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2013,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2014,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2015,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2016,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2017,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2018,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2019,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2020,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2021,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
2022,Landwirtschaft,Fermentation bei der Verdauung,CO2,CO2eq,0
1990,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,261961.8706207453
1991,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,261081.39886795377
1992,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,258871.16338116507
1993,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,257358.16350521793
1994,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,254218.91787173896
1995,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,253414.49072294027
1996,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,249107.45400840224
1997,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,243458.91406435828
1998,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,238653.9472669673
1999,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223696.1381514936
2000,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223951.55482156525
2001,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223747.9077874464
2002,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,219468.2141059113
2003,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,217193.64485667544
2004,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,214711.80953331463
2005,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,216962.5954472546
2006,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,218347.95227475415
2007,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,218273.39925756407
2008,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,226065.43191479807
2009,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,222743.9965069372
2010,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,222924.22984675207
2011,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223139.78012395604
2012,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,224419.4866707753
2013,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,221050.45441872295
2014,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,225647.84665315368
2015,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223063.3357887753
2016,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,223068.52097644316
2017,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,219991.32686837116
2018,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,218600.21754027624
2019,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,214360.61188749844
2020,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,212770.7793971539
2021,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,211695.9465248657
2022,Landwirtschaft,Fermentation bei der Verdauung,CH4,CO2eq,211507.57073764555
1990,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1991,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1992,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1993,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1994,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1995,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1996,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1997,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1998,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1999,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2000,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2001,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2002,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2003,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2004,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2005,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2006,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2007,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2008,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2009,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2010,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2011,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2012,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2013,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2014,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2015,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2016,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2017,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2018,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2019,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2020,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2021,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
2022,Landwirtschaft,Fermentation bei der Verdauung,N2O,CO2eq,0
1990,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1991,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1992,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1993,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1994,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1995,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1996,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1997,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1998,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1999,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2000,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2001,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2002,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2003,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2004,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2005,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2006,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2007,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2008,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2009,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2010,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2011,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2012,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2013,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2014,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2015,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2016,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2017,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2018,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2019,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2020,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2021,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
2022,Landwirtschaft,Fermentation bei der Verdauung,HFC,CO2eq,0
1990,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1991,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1992,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1993,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1994,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
1995,Landwirtschaft,Fermentation bei der Verdauung,PFC,CO2eq,0
